year,age,sex,source,historic,central,upper,lower
2053,80,male,Our Projections,,15.1537332033557,20.9086244661053,11.0771801950198
2053,85,male,Our Projections,,13.0546666484569,18.6289413258009,9.18441333668156
2054,0,male,Our Projections,,81.7717710071721,89.3455881703935,74.9925173208865
2054,1,male,Our Projections,,80.924876959264,88.3741732314872,74.818122087573
2054,5,male,Our Projections,,76.9320260960543,84.3741732314872,71.0013715426378
2054,10,male,Our Projections,,71.9402306022527,79.3749922434934,66.0778293964798
2054,15,male,Our Projections,,66.9513658707979,74.3788374542857,61.1133304281435
2054,20,male,Our Projections,,62.1359901548929,69.521494222418,56.3373349827388
2054,25,male,Our Projections,,57.7420925007422,65.1227267170859,51.9235965272214
2054,30,male,Our Projections,,53.344818045024,60.6908738784883,47.5234700059569
2054,35,male,Our Projections,,48.9516034907986,56.2212274554371,43.192404289099
2054,40,male,Our Projections,,44.6992098749457,51.8611124385714,39.0435148388245
2054,45,male,Our Projections,,40.4682986147414,47.4793437962849,34.9871533437281
2054,50,male,Our Projections,,36.2019292887879,43.1019785150174,30.8444901778059
2054,55,male,Our Projections,,32.1652538108611,38.9244496426149,26.9736565635796
2054,60,male,Our Projections,,28.4073709647917,35.0608304870548,23.3308259533005
2054,65,male,Our Projections,,24.7307086056829,31.2139601641415,19.856081039046
2054,70,male,Our Projections,,21.232550051904,27.5326940374105,16.5778607165031
2054,75,male,Our Projections,,17.9697016680187,23.9946056943033,13.6636284095313
2054,80,male,Our Projections,,15.2741678930147,21.1830507093457,11.1071605043648
2054,85,male,Our Projections,,13.1709797226853,18.895763740035,9.21221731297044
2055,0,male,Our Projections,,81.9421212336783,89.6763998759567,75.0659472238975
2055,1,male,Our Projections,,81.0889713207836,88.7032971252825,74.8778056177168
2055,5,male,Our Projections,,77.095338669703,84.7032971252825,71.0552145440716
2055,10,male,Our Projections,,72.1035604360541,79.704119413163,66.1289268375642
2055,15,male,Our Projections,,67.1140232559258,74.7072086591757,61.1644452227712
2055,20,male,Our Projections,,62.2977924368776,69.8490624704517,56.3879743604954
2055,25,male,Our Projections,,57.9054652004413,65.451141362335,51.9757160269674
2055,30,male,Our Projections,,53.5081744059508,61.0189805574891,47.5749903408013
2055,35,male,Our Projections,,49.1130625708878,56.5473890450815,43.2434955713878
2055,40,male,Our Projections,,44.8585961770224,52.184181280036,39.093565047024
2055,45,male,Our Projections,,40.6233839431073,47.7966929639595,35.0351875156953
2055,50,male,Our Projections,,36.3541103044133,43.4165057471831,30.8910749218925
2055,55,male,Our Projections,,32.3136943618964,39.2347466319321,27.01897264077
2055,60,male,Our Projections,,28.5532370955113,35.3669140996144,23.3754116201732
2055,65,male,Our Projections,,24.8722827164546,31.5142567917281,19.8987033842525
2055,70,male,Our Projections,,21.3685706221457,27.826560404811,16.6182310957339
2055,75,male,Our Projections,,18.0975286377784,24.2790298204625,13.6995498296365
2055,80,male,Our Projections,,15.4000368579131,21.4628783910844,11.1409702043949
2055,85,male,Our Projections,,13.2914692566726,19.1672638083573,9.24327160207895
2056,0,male,Our Projections,,82.1095200770671,90.0265060087263,75.1404335818143
2056,1,male,Our Projections,,81.2500828917277,89.0517076783265,74.9393000297004
2056,5,male,Our Projections,,77.2556651021769,85.0517076783265,71.110123658418
2056,10,male,Our Projections,,72.2639037964703,80.0525334348727,66.1831782864971
2056,15,male,Our Projections,,67.2743897734328,75.0556365602415,61.2180703462737
2056,20,male,Our Projections,,62.4566401566532,70.1959861288277,56.4411374159805
2056,25,male,Our Projections,,58.0652381524778,65.7990638368505,52.0304000781274
2056,30,male,Our Projections,,53.6684520699122,61.3660849871719,47.6296393108599
2056,35,male,Our Projections,,49.2719212830869,56.8920483392967,43.297296827419
2056,40,male,Our Projections,,45.0153193253124,52.5252977748145,39.1463964029972
2056,45,male,Our Projections,,40.776184156713,48.1332404403396,35.0860892071307
2056,50,male,Our Projections,,36.5043650168966,43.7494052046496,30.9402369784923
2056,55,male,Our Projections,,32.4605214526032,39.5622345676901,27.0659277738306
2056,60,male,Our Projections,,28.6974140568432,35.6912954463251,23.4207170904701
